pdb,resolution,year,target,value,unit,precision,chains,number_of_chains,coefficient,logM
4gn5,1.86,2013,Kd,31.1,nM,=,,,1e-08,-6.507239610973162
4iiq,2.86,2013,Kd,31.0,uM,=,,,1e-05,-3.5086383061657274
4ihl,2.2,2013,Kd,346.0,nM,=,,,1e-08,-5.460923901207224
4gla,2.75,2013,Kd,35.3,uM,=,,,1e-05,-3.4522252946121776
2m55,0.0,2013,Kd,35.0,uM,=,,,1e-05,-3.4559319556497243
4kgq,2.27,2013,Kd,36.0,nM,=,,,1e-08,-6.443697499232713
3v3k,3.49,2013,Kd,38.7,nM,=,,,1e-08,-6.412289034981089
4lad,2.3,2013,Kd,38.0,nM,=,,,1e-08,-6.42021640338319
2lxp,0.0,2013,Kd,38.0,nM,=,,,1e-08,-6.42021640338319
4hnj,2.9,2013,Kd,3.0,nM,=,,,1e-08,-7.522878745280337
4eiz,2.2,2013,Kd,3.0,nM,=,,,1e-08,-7.522878745280337
4euk,1.95,2013,Kd,4.1,uM,=,,,1e-05,-4.3872161432802645
4b1x,1.8,2013,Kd,4.34,uM,=,,,1e-05,-4.36251027048749
4g8g,2.4,2013,Kd,4.58,uM,=,,,1e-05,-4.33913452199613
4gn3,1.95,2013,Kd,4.6,uM,=,,,1e-05,-4.337242168318426
4ilg,2.1,2013,Kd,4.9,nM,=,,,1e-08,-7.309803919971486
4kjy,1.93,2013,Kd,41.3,pM,=,,,1e-11,-9.384049948343598
4naw,2.19,2013,Kd,41.0,nM,=,,,1e-08,-6.3872161432802645
3zo0,1.99,2013,Kd,437.0,nM,=,,,1e-08,-5.359518563029578
4jb8,1.7,2013,Kd,44.0,nM,=,,,1e-08,-6.356547323513812
4jpk,2.4,2013,Kd,44.0,nM,=,,,1e-08,-6.356547323513812
4i0c,1.95,2013,Kd,460.0,nM,=,,,1e-08,-5.337242168318426
4krl,2.85,2013,Kd,47.0,nM,=,,,1e-08,-6.327902142064283
3vza,1.9,2013,Kd,481.0,nM,=,,,1e-08,-5.317854923626168
2m5a,0.0,2013,Kd,48.0,nM,=,,,1e-08,-6.318758762624412
4f0z,1.7,2013,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
4iof,3.35,2013,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
4cc4,2.6,2013,Kd,5.4,uM,=,,,1e-05,-4.267606240177032
4f37,2.57,2013,Kd,5.5,nM,=,,,1e-08,-7.259637310505756
4i18,3.24,2013,Kd,5.6,nM,=,,,1e-08,-7.251811972993799
4i9x,2.1,2013,Kd,5.96,nM,=,,,1e-08,-7.2247537402597635
4brw,2.8,2013,Kd,50.0,nM,=,,,1e-08,-6.301029995663981
4jkp,2.82,2013,Kd,51.0,nM,=,,,1e-08,-6.292429823902063
3vv2,1.83,2013,Kd,52.0,pM,=,,,1e-11,-9.2839966563652
4kt1,2.5,2013,Kd,56.5,nM,=,,,1e-08,-6.247951552180561
4ika,2.7,2013,Kd,57.5,uM,=,,,1e-05,-3.2403321553103694
2lww,0.0,2013,Kd,57.0,nM,=,,,1e-08,-6.2441251443275085
4ihh,2.13,2013,Kd,59.0,nM,=,,,1e-08,-6.229147988357856
4m5z,2.25,2013,Kd,5.0,nM,=,,,1e-08,-7.301029995663981
4bkx,3.0,2013,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
4k9e,2.7,2013,Kd,6.4,pM,=,,,1e-11,-10.193820026016112
4aor,1.7,2013,Kd,60.9,nM,=,,,1e-08,-6.215382707367125
4iw4,3.2,2013,Kd,610.0,nM,=,,,1e-08,-5.214670164989233
3vxs,1.8,2013,Kd,64.8,uM,=,,,1e-05,-3.1884249941294067
3wn7,1.57,2013,Kd,7.31,nM,=,,,1e-08,-7.13608262304214
4jeh,2.5,2013,Kd,8.1,nM,=,,,1e-08,-7.0915149811213505
4ka2,1.79,2013,Kd,8.4,pM,=,,,1e-11,-10.075720713938118
4g3y,2.6,2013,Kd,8.7,nM,=,,,1e-08,-7.060480747381382
2m0g,0.0,2013,Kd,84.0,nM,=,,,1e-08,-6.075720713938118
4j2l,3.15,2013,Kd,88.5,nM,=,,,1e-08,-6.053056729302175
4k71,2.4,2013,Kd,8.0,nM,=,,,1e-08,-7.096910013008056
3vxr,2.4,2013,Kd,9.7,uM,=,,,1e-05,-4.013228265733755
4dpg,2.84,2013,Kd,90.0,nM,=,,,1e-08,-6.045757490560675
4lqw,1.95,2013,Kd,94.0,uM,=,,,1e-05,-3.0268721464003012
4fza,3.15,2013,Kd,99.1,nM,=,,,1e-08,-6.003926345514724
3vux,1.7,2013,Kd,9.0,uM,=,,,1e-05,-4.045757490560675
2m5b,0.0,2013,Kd,10.0,uM,~,,,1e-05,-4.0
3w6j,2.6,2013,Kd,56.0,nM,~,,,1e-08,-6.251811972993799
4j2y,2.0,2013,Ki,0.88,nM,=,,,1e-08,-8.05551732784983
4ij3,2.7,2013,Ki,0.9,nM,=,,,1e-08,-8.045757490560675
4doq,2.0,2013,Ki,140.0,nM,=,,,1e-08,-5.853871964321762
4gnk,4.0,2013,Ki,220.0,nM,=,,,1e-08,-5.657577319177793
4bd9,2.2,2013,Ki,31.0,nM,=,,,1e-08,-6.508638306165727
3zia,2.5,2013,Ki,48.0,mM,=,,,0.01,-0.3187587626244128
4ilw,2.1,2013,Ki,5.8,nM,=,,,1e-08,-7.236572006437063
4boh,2.6,2013,Ki,55.56,nM,=,,,1e-08,-6.255237762934422
4nst,2.2,2014,IC50,1.37,uM,=,,,1e-05,-4.863279432843593
4bpk,1.76,2014,IC50,25.0,nM,=,,,1e-08,-6.6020599913279625
4oqt,3.23,2014,Kd,50.0,pM,<,,,1e-11,-9.301029995663981
4plo,2.9,2014,Kd,0.038,uM,=,,,1e-05,-6.42021640338319
4pbz,2.15,2014,Kd,0.05,uM,=,,,1e-05,-6.301029995663981
4u6h,3.1,2014,Kd,0.091,nM,=,,,1e-08,-9.040958607678906
4lgr,1.65,2014,Kd,0.11,nM,=,,,1e-08,-8.958607314841775
4mit,2.35,2014,Kd,0.178,uM,=,,,1e-05,-5.749579997691106
4m1l,2.1,2014,Kd,0.18,uM,=,,,1e-05,-5.7447274948966935
3wkt,4.3,2014,Kd,0.1,uM,=,,,1e-05,-6.0
4pz6,2.41,2014,Kd,0.21,uM,=,,,1e-05,-5.6777807052660805
4lgp,2.4,2014,Kd,0.23,nM,=,,,1e-08,-8.638272163982407
4bkl,3.25,2014,Kd,0.274,uM,=,,,1e-05,-5.562249437179612
4ml7,1.8,2014,Kd,0.27,nM,=,,,1e-08,-8.568636235841012
4qt8,3.0,2014,Kd,0.28,uM,=,,,1e-05,-5.552841968657781
4jmf,2.1,2014,Kd,0.298,uM,=,,,1e-05,-5.525783735923745
4mqw,2.9,2014,Kd,0.29,nM,=,,,1e-08,-8.537602002101044
4peq,2.21,2014,Kd,0.2,fM,=,,,1e-14,-14.698970004336019
4cmh,1.53,2014,Kd,0.2,nM,=,,,1e-08,-8.698970004336019
4liq,2.6,2014,Kd,0.2,nM,=,,,1e-08,-8.698970004336019
4pc0,2.5,2014,Kd,0.2,uM,=,,,1e-05,-5.698970004336019
3wry,2.3,2014,Kd,0.31,uM,=,,,1e-05,-5.508638306165727
4pl8,2.0,2014,Kd,0.32,uM,=,,,1e-05,-5.494850021680094
4qxa,2.3,2014,Kd,0.32,uM,=,,,1e-05,-5.494850021680094
4p1n,2.2,2014,Kd,0.36,uM,=,,,1e-05,-5.443697499232712
4nqw,2.4,2014,Kd,0.42,uM,=,,,1e-05,-5.376750709602099
4r8g,3.5,2014,Kd,0.49,uM,=,,,1e-05,-5.309803919971486
4n8c,1.6,2014,Kd,0.4,nM,=,,,1e-08,-8.397940008672037
4k24,4.5,2014,Kd,0.54,uM,=,,,1e-05,-5.267606240177032
4pwx,5.4,2014,Kd,0.54,uM,=,,,1e-05,-5.267606240177032
4lrz,2.32,2014,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
4ofy,3.3,2014,Kd,0.602,uM,=,,,1e-05,-5.220403508742176
4kdi,1.86,2014,Kd,0.71,uM,=,,,1e-05,-5.1487416512809245
4kvg,1.65,2014,Kd,0.7,uM,=,,,1e-05,-5.154901959985743
4cmm,1.92,2014,Kd,0.8,uM,=,,,1e-05,-5.096910013008056
4od2,3.2,2014,Kd,0.92,nM,=,,,1e-08,-8.036212172654444
4mrt,2.0,2014,Kd,0.92,uM,=,,,1e-05,-5.036212172654444
4nso,2.4,2014,Kd,0.98,nM,=,,,1e-08,-8.008773924307505
4byf,2.74,2014,Kd,0.9,uM,=,,,1e-05,-5.045757490560675
4pj8,3.3,2014,Kd,1.0,uM,=,,,1e-05,-5.0
4ne9,2.6,2014,Kd,1.17,uM,=,,,1e-05,-4.931814138253839
3wdg,2.2,2014,Kd,1.198,nM,=,,,1e-08,-7.921543181946707
4pqt,2.05,2014,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
4u0q,3.1,2014,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
4cu4,2.3,2014,Kd,1.2,uM,=,,,1e-05,-4.920818753952375
4re1,2.2,2014,Kd,1.2,uM,=,,,1e-05,-4.920818753952375
4mi8,2.1,2014,Kd,1.38,uM,=,,,1e-05,-4.860120913598763
4w4l,2.45,2014,Kd,1.3,nM,=,,,1e-08,-7.886056647693163
4wfd,2.4,2014,Kd,1.3,uM,=,,,1e-05,-4.886056647693163
4ov6,2.69,2014,Kd,1.58,nM,=,,,1e-08,-7.801342913045577
4w6y,1.57,2014,Kd,1.58,nM,=,,,1e-08,-7.801342913045577
4nn6,2.54,2014,Kd,1.5,nM,=,,,1e-08,-7.823908740944319
3wkn,2.9,2014,Kd,1.6,nM,=,,,1e-08,-7.795880017344075
3wn5,2.78,2014,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
4qlb,2.6,2014,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
4kv5,3.0,2014,Kd,1.7,nM,=,,,1e-08,-7.769551078621726
4nee,2.88,2014,Kd,1.8,uM,=,,,1e-05,-4.7447274948966935
2mcn,0.0,2014,Kd,1.9,uM,=,,,1e-05,-4.721246399047171
4cdk,2.8,2014,Kd,1.9,uM,=,,,1e-05,-4.721246399047171
4k1r,1.63,2014,Kd,10.2,uM,=,,,1e-05,-3.9913998282380825
4k5a,1.5,2014,Kd,10.3,nM,=,,,1e-08,-6.987162775294828
4cni,2.2,2014,Kd,10.0,pM,=,,,1e-11,-10.0
4u6v,2.56,2014,Kd,10.0,pM,=,,,1e-11,-10.0
4q96,1.85,2014,Kd,114.0,uM,=,,,1e-05,-2.9430951486635273
4cj2,1.5,2014,Kd,11.0,nM,=,,,1e-08,-6.958607314841775
4pas,1.62,2014,Kd,126.6,nM,=,,,1e-08,-5.897566294318664
2ru4,0.0,2014,Kd,126.0,nM,=,,,1e-08,-5.8996294548824375
4m38,2.2,2014,Kd,12.0,uM,=,,,1e-05,-3.920818753952375
4m5f,2.5,2014,Kd,13.5,pM,=,,,1e-11,-9.869666231504993
2mbb,0.0,2014,Kd,130.0,uM,=,,,1e-05,-2.886056647693163
4m1g,1.6,2014,Kd,14.4,nM,=,,,1e-08,-6.841637507904751
4p3y,2.15,2014,Kd,146.0,nM,=,,,1e-08,-5.835647144215563
4ons,2.8,2014,Kd,15.8,nM,=,,,1e-08,-6.801342913045577
4ozg,3.0,2014,Kd,15.8,uM,=,,,1e-05,-3.8013429130455774
4pou,1.75,2014,Kd,157.0,nM,=,,,1e-08,-5.804100347590766
3wo4,3.1,2014,Kd,15.0,nM,=,,,1e-08,-6.823908740944319
4rdq,2.85,2014,Kd,15.0,nM,=,,,1e-08,-6.823908740944319
4lrx,3.25,2014,Kd,15.0,uM,=,,,1e-05,-3.8239087409443187
4u3j,2.81,2014,Kd,160.0,nM,=,,,1e-08,-5.795880017344075
4n7z,2.85,2014,Kd,177.0,nM,=,,,1e-08,-5.752026733638194
2mej,0.0,2014,Kd,17.0,uM,=,,,1e-05,-3.769551078621726
4c1n,2.53,2014,Kd,18.1,nM,=,,,1e-08,-6.7423214251308154
4d0n,2.1,2014,Kd,18.1,uM,=,,,1e-05,-3.7423214251308154
4v2c,4.0,2014,Kd,18.0,uM,=,,,1e-05,-3.744727494896694
4myw,3.19,2014,Kd,19.1,nM,=,,,1e-08,-6.718966632752273
4bwq,2.1,2014,Kd,19.7,uM,=,,,1e-05,-3.705533773838407
4np4,2.89,2014,Kd,19.0,pM,=,,,1e-11,-9.721246399047171
2mre,0.0,2014,Kd,19.0,uM,=,,,1e-05,-3.721246399047171
4per,1.92,2014,Kd,1.0,fM,=,,,1e-14,-14.0
4py8,2.91,2014,Kd,1.0,nM,=,,,1e-08,-8.0
4u2x,3.15,2014,Kd,1.0,nM,=,,,1e-08,-8.0
4odx,3.1,2014,Kd,2.06,nM,=,,,1e-08,-7.686132779630847
3wrx,2.5,2014,Kd,2.1,uM,=,,,1e-05,-4.6777807052660805
4pjd,2.78,2014,Kd,2.2,uM,=,,,1e-05,-4.657577319177793
4qrp,2.9,2014,Kd,2.48,uM,=,,,1e-05,-4.605548319173784
4pbv,2.5,2014,Kd,2.4,uM,=,,,1e-05,-4.619788758288394
4pj9,2.0,2014,Kd,2.4,uM,=,,,1e-05,-4.619788758288394
4m62,1.8,2014,Kd,2.57,nM,=,,,1e-08,-7.590066876668706
4u97,2.65,2014,Kd,2.5,uM,=,,,1e-05,-4.6020599913279625
4u5w,1.86,2014,Kd,2.63,uM,=,,,1e-05,-4.580044251510242
3wa0,2.31,2014,Kd,2.64,uM,=,,,1e-05,-4.578396073130169
4ra0,3.07,2014,Kd,2.7,pM,=,,,1e-11,-10.568636235841012
4c4k,1.95,2014,Kd,2.7,uM,=,,,1e-05,-4.568636235841013
4pj7,2.5,2014,Kd,2.7,uM,=,,,1e-05,-4.568636235841013
4qd2,2.4,2014,Kd,2.7,uM,=,,,1e-05,-4.568636235841013
4mqv,1.95,2014,Kd,2.9,uM,=,,,1e-05,-4.5376020021010435
4mjs,2.5,2014,Kd,21.6,nM,=,,,1e-08,-6.665546248849069
4n8v,2.5,2014,Kd,22.2,uM,=,,,1e-05,-3.653647025549361
4oyd,1.8,2014,Kd,220.0,pM,=,,,1e-11,-8.657577319177793
4ojk,2.66,2014,Kd,22.0,uM,=,,,1e-05,-3.657577319177794
2mnu,0.0,2014,Kd,230.0,nM,=,,,1e-08,-5.638272163982407
2ruk,0.0,2014,Kd,24.21,uM,=,,,1e-05,-3.616005210558267
4ozh,2.8,2014,Kd,24.8,uM,=,,,1e-05,-3.6055483191737836
4bxl,0.0,2014,Kd,240.0,nM,=,,,1e-08,-5.619788758288394
4nl9,1.5,2014,Kd,249.0,nM,=,,,1e-08,-5.603800652904264
2mp0,0.0,2014,Kd,25.0,mM,=,,,0.01,-0.6020599913279624
4nzl,1.85,2014,Kd,25.0,nM,=,,,1e-08,-6.6020599913279625
4o27,3.19,2014,Kd,25.0,nM,=,,,1e-08,-6.6020599913279625
4ct0,2.45,2014,Kd,28.0,nM,=,,,1e-08,-6.552841968657781
4x7f,1.7,2014,Kd,28.0,nM,=,,,1e-08,-6.552841968657781
4jlr,2.71,2014,Kd,29.9,pM,=,,,1e-11,-9.52432881167557
4p6i,2.3,2014,Kd,290.0,nM,=,,,1e-08,-5.5376020021010435
4w6w,2.51,2014,Kd,3.57,nM,=,,,1e-08,-7.447331783887806
4x7d,2.15,2014,Kd,3.5,nM,=,,,1e-08,-7.455931955649724
4p2c,2.82,2014,Kd,3.95,nM,=,,,1e-08,-7.403402904373539
4m8q,2.89,2014,Kd,3.96,nM,=,,,1e-08,-7.402304814074488
4u4c,2.4,2014,Kd,310.0,nM,=,,,1e-08,-5.508638306165727
2mak,0.0,2014,Kd,310.0,uM,=,,,1e-05,-2.5086383061657274
4lyl,1.93,2014,Kd,31.0,nM,=,,,1e-08,-6.508638306165727
4n9g,2.5,2014,Kd,326.0,pM,=,,,1e-11,-8.48678239993206
4n7v,2.76,2014,Kd,32.0,nM,=,,,1e-08,-6.494850021680094
4p59,3.4,2014,Kd,32.0,pM,=,,,1e-11,-9.494850021680094
4p46,2.85,2014,Kd,32.0,uM,=,,,1e-05,-3.494850021680094
4p9h,3.0,2014,Kd,33.1,nM,=,,,1e-08,-6.480172006224281
4v0m,3.45,2014,Kd,348.0,nM,=,,,1e-08,-5.458420756053419
4v0o,3.35,2014,Kd,348.0,nM,=,,,1e-08,-5.458420756053419
4v0n,3.13,2014,Kd,348.0,nM,=,,,1e-08,-5.458420756053419
4r2g,3.28,2014,Kd,34.0,nM,=,,,1e-08,-6.468521082957745
4pjf,2.45,2014,Kd,35.4,uM,=,,,1e-05,-3.4509967379742124
4qzv,2.59,2014,Kd,35.7,uM,=,,,1e-05,-3.447331783887807
4kxz,2.83,2014,Kd,3.0,nM,=,,,1e-08,-7.522878745280337
3wwk,2.98,2014,Kd,3.0,uM,=,,,1e-05,-4.522878745280337
4msm,1.74,2014,Kd,3.0,uM,=,,,1e-05,-4.522878745280337
4khx,2.92,2014,Kd,4.2,nM,=,,,1e-08,-7.376750709602099
4pjc,2.5,2014,Kd,4.2,uM,=,,,1e-05,-4.376750709602099
4pja,2.68,2014,Kd,4.2,uM,=,,,1e-05,-4.376750709602099
4kht,2.82,2014,Kd,4.3,nM,=,,,1e-08,-7.366531544420414
2mj5,0.0,2014,Kd,4.3,uM,=,,,1e-05,-4.366531544420414
4ol0,2.9,2014,Kd,4.7,nM,=,,,1e-08,-7.327902142064283
4noo,2.3,2014,Kd,4.92,nM,=,,,1e-08,-7.308034897232639
4j4p,2.91,2014,Kd,40.0,nM,=,,,1e-08,-6.3979400086720375
4ovn,2.8,2014,Kd,46.0,nM,=,,,1e-08,-6.337242168318426
4pp8,1.95,2014,Kd,486.0,nM,=,,,1e-08,-5.313363730737707
4cj1,1.63,2014,Kd,48.0,nM,=,,,1e-08,-6.318758762624412
4jzj,2.8,2014,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
4lzx,1.5,2014,Kd,5.07,nM,=,,,1e-08,-7.294992040666664
4w6x,1.88,2014,Kd,5.25,nM,=,,,1e-08,-7.279840696594043
2mfq,0.0,2014,Kd,5.2,uM,=,,,1e-05,-4.2839966563652006
4ps4,2.8,2014,Kd,5.7,pM,=,,,1e-11,-10.244125144327509
4lxr,2.2,2014,Kd,5.9,nM,=,,,1e-08,-7.229147988357855
4nzw,3.58,2014,Kd,504.0,nM,=,,,1e-08,-5.297569463554475
4pbw,3.05,2014,Kd,551.0,nM,=,,,1e-08,-5.258848401148215
4q5e,1.87,2014,Kd,580.0,nM,=,,,1e-08,-5.236572006437063
4js0,1.9,2014,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
4p5t,3.26,2014,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
2mjw,0.0,2014,Kd,6.2,uM,=,,,1e-05,-4.207608310501746
4o1q,2.59,2014,Kd,6.2,uM,=,,,1e-05,-4.207608310501746
3wwn,1.85,2014,Kd,6.62,uM,=,,,1e-05,-4.1791420105603
4m0w,1.4,2014,Kd,6.7,uM,=,,,1e-05,-4.173925197299173
4ln0,2.9,2014,Kd,6.8,nM,=,,,1e-08,-7.167491087293763
4lqf,2.3,2014,Kd,64.5,pM,=,,,1e-11,-9.190440285364732
4k5b,1.85,2014,Kd,643.0,pM,=,,,1e-11,-8.191789027075778
4lu5,2.9,2014,Kd,65.9,pM,=,,,1e-11,-9.18111458540599
4wo4,2.5,2014,Kd,66.0,nM,=,,,1e-08,-6.180456064458132
3wo3,3.1,2014,Kd,69.0,nM,=,,,1e-08,-6.161150909262744
4p23,2.25,2014,Kd,6.0,uM,=,,,1e-05,-4.221848749616356
4m6b,1.78,2014,Kd,7.1,nM,=,,,1e-08,-7.1487416512809245
2mkc,0.0,2014,Kd,7.8,nM,=,,,1e-08,-7.107905397309519
4ozi,3.2,2014,Kd,70.0,uM,=,,,1e-05,-3.154901959985743
4ozf,2.7,2014,Kd,79.4,uM,=,,,1e-05,-3.1001794975729036
4x7e,2.11,2014,Kd,7.0,nM,=,,,1e-08,-7.154901959985743
4mp0,2.1,2014,Kd,8.7,nM,=,,,1e-08,-7.060480747381382
4pjb,2.85,2014,Kd,9.1,uM,=,,,1e-05,-4.040958607678906
2mur,0.0,2014,Kd,9.26,uM,=,,,1e-05,-4.033389013318065
4c2a,2.08,2014,Kd,9.7,nM,=,,,1e-08,-7.013228265733755
4kfz,2.8,2014,Kd,94.0,nM,=,,,1e-08,-6.026872146400302
4cj0,1.1,2014,Kd,98.0,nM,=,,,1e-08,-6.008773924307505
4c2b,2.8,2014,Kd,9.0,nM,=,,,1e-08,-7.045757490560675
4l0p,2.26,2014,Kd,9.0,nM,=,,,1e-08,-7.045757490560675
4pje,1.95,2014,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
4pjg,2.4,2014,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
4pjh,2.0,2014,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
4pjx,2.25,2014,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
4pj5,2.0,2014,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
4edw,2.48,2014,Kd,10.0,nM,~,,,1e-08,-7.0
2mlz,0.0,2014,Kd,14.0,uM,~,,,1e-05,-3.853871964321762
4c7n,2.1,2014,Kd,1.0,nM,~,,,1e-08,-8.0
4q5u,1.95,2014,Kd,1.0,pM,~,,,1e-11,-11.0
4p2o,2.6,2014,Kd,1.0,uM,~,,,1e-05,-5.0
4p2q,3.3,2014,Kd,1.0,uM,~,,,1e-05,-5.0
4p2r,3.3,2014,Kd,1.0,uM,~,,,1e-05,-5.0
2mly,0.0,2014,Kd,2.0,uM,~,,,1e-05,-4.698970004336019
4mne,2.85,2014,Kd,43.0,nM,~,,,1e-08,-6.366531544420414
2mlx,0.0,2014,Kd,4.0,uM,~,,,1e-05,-4.3979400086720375
4niq,2.3,2014,Kd,5.0,uM,~,,,1e-05,-4.301029995663981
4u30,2.5,2014,Ki,138.0,nM,=,,,1e-08,-5.860120913598763
4u32,1.65,2014,Ki,379.0,nM,=,,,1e-08,-5.421360790031928
4nm3,2.1,2014,Ki,60.0,uM,=,,,1e-05,-3.221848749616356
4nu1,2.5,2014,Ki,60.0,uM,=,,,1e-05,-3.221848749616356
4zgm,1.8,2015,IC50,0.38,nM,=,,,1e-08,-8.42021640338319
4ywc,2.4,2015,IC50,0.49,uM,=,,,1e-05,-5.309803919971486
5agw,2.7,2015,IC50,10.2,nM,=,,,1e-08,-6.991399828238082
5agx,2.24,2015,IC50,50.5,nM,=,,,1e-08,-6.296708621881338
4zii,2.19,2015,IC50,66.0,nM,=,,,1e-08,-6.180456064458132
4rws,3.1,2015,IC50,6.0,nM,=,,,1e-08,-7.221848749616356
4z5r,3.0,2015,Kd,0.018,nM,=,,,1e-08,-9.744727494896694
5e4e,3.0,2015,Kd,0.084,nM,=,,,1e-08,-9.075720713938118
5c6t,3.6,2015,Kd,0.13,nM,=,,,1e-08,-8.886056647693163
5bnq,2.8,2015,Kd,0.156,nM,=,,,1e-08,-8.806875401645538
4yh7,4.4,2015,Kd,0.15,uM,=,,,1e-05,-5.823908740944319
4r8w,2.79,2015,Kd,0.183,nM,=,,,1e-08,-8.73754891026957
4xhj,3.16,2015,Kd,0.194,nM,=,,,1e-08,-8.712198270069774
4wen,1.89,2015,Kd,0.1,uM,=,,,1e-05,-6.0
4zkc,3.15,2015,Kd,0.22,nM,=,,,1e-08,-8.657577319177793
4qlp,1.1,2015,Kd,0.23,nM,=,,,1e-08,-8.638272163982407
4rwt,2.98,2015,Kd,0.23,uM,=,,,1e-05,-5.638272163982407
4zk9,2.6,2015,Kd,0.24,nM,=,,,1e-08,-8.619788758288394
4uuz,2.9,2015,Kd,0.24,uM,=,,,1e-05,-5.619788758288394
4x33,1.45,2015,Kd,0.25,uM,=,,,1e-05,-5.6020599913279625
4zs6,3.17,2015,Kd,0.312,uM,=,,,1e-05,-5.505845405981558
4yk4,2.8,2015,Kd,0.364,uM,=,,,1e-05,-5.438898616350944
4zi2,2.2,2015,Kd,0.42,uM,=,,,1e-05,-5.376750709602099
4xi5,3.9,2015,Kd,0.49,nM,=,,,1e-08,-8.309803919971486
5c7x,2.95,2015,Kd,0.4,pM,=,,,1e-11,-11.397940008672037
5abv,2.13,2015,Kd,0.52,nM,=,,,1e-08,-8.2839966563652
5bw8,2.8,2015,Kd,0.54,uM,=,,,1e-05,-5.267606240177032
5cjq,3.6,2015,Kd,0.5,nM,=,,,1e-08,-8.301029995663981
5dfv,2.8,2015,Kd,0.5,nM,=,,,1e-08,-8.301029995663981
5dfw,2.33,2015,Kd,0.5,nM,=,,,1e-08,-8.301029995663981
5d3i,3.2,2015,Kd,0.6,nM,=,,,1e-08,-8.221848749616356
4yoc,2.92,2015,Kd,0.6,uM,=,,,1e-05,-5.221848749616356
5bo1,2.56,2015,Kd,0.79,nM,=,,,1e-08,-8.102372908709558
4zgy,2.63,2015,Kd,0.7,uM,=,,,1e-05,-5.154901959985743
2mzd,0.0,2015,Kd,0.877,uM,=,,,1e-05,-5.05700040663396
4wnn,1.8,2015,Kd,0.8,uM,=,,,1e-05,-5.096910013008056
4v3k,2.04,2015,Kd,0.92,uM,=,,,1e-05,-5.036212172654444
2n2h,0.0,2015,Kd,0.93,uM,=,,,1e-05,-5.031517051446065
5cff,2.5,2015,Kd,1.07,uM,=,,,1e-05,-4.97061622231479
5bqe,2.3,2015,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
4xxb,2.4,2015,Kd,1.48,uM,=,,,1e-05,-4.8297382846050425
4r8i,2.05,2015,Kd,1.4,nM,=,,,1e-08,-7.853871964321762
4xl5,2.0,2015,Kd,1.4,nM,=,,,1e-08,-7.853871964321762
4zlt,3.0,2015,Kd,1.4,nM,=,,,1e-08,-7.853871964321762
4y5o,2.35,2015,Kd,1.4,uM,=,,,1e-05,-4.853871964321762
2mv7,0.0,2015,Kd,1.56,nM,=,,,1e-08,-7.806875401645538
4yc7,2.5,2015,Kd,1.89,uM,=,,,1e-05,-4.723538195826756
3wqb,1.41,2015,Kd,1.8,nM,=,,,1e-08,-7.7447274948966935
5e8e,1.9,2015,Kd,1.8,nM,=,,,1e-08,-7.7447274948966935
4d0g,2.5,2015,Kd,1.8,uM,=,,,1e-05,-4.7447274948966935
5anm,2.85,2015,Kd,1.95,pM,=,,,1e-11,-10.709965388637482
4rey,1.96,2015,Kd,108.0,nM,=,,,1e-08,-5.966576244513051
4x7s,1.9,2015,Kd,10.0,nM,=,,,1e-08,-7.0
4s0s,2.8,2015,Kd,11.4,nM,=,,,1e-08,-6.943095148663527
5brm,2.65,2015,Kd,119.0,nM,=,,,1e-08,-5.924453038607469
5bn5,3.0,2015,Kd,11.0,uM,=,,,1e-05,-3.958607314841775
4ui1,2.35,2015,Kd,124.0,nM,=,,,1e-08,-5.906578314837765
4z80,1.53,2015,Kd,12.0,nM,=,,,1e-08,-6.920818753952375
4wuu,3.05,2015,Kd,13.2,nM,=,,,1e-08,-6.87942606879415
4pw9,2.49,2015,Kd,13.5,uM,=,,,1e-05,-3.869666231504994
5d1l,1.62,2015,Kd,141.0,nM,=,,,1e-08,-5.85078088734462
2rvb,0.0,2015,Kd,143.3,nM,=,,,1e-08,-5.843753809602656
4uu9,2.12,2015,Kd,14.0,pM,=,,,1e-11,-9.853871964321762
4uyq,1.81,2015,Kd,14.0,pM,=,,,1e-11,-9.853871964321762
4wwi,2.31,2015,Kd,15.2,nM,=,,,1e-08,-6.818156412055227
2mro,0.0,2015,Kd,150.0,uM,=,,,1e-05,-2.8239087409443187
5do2,2.41,2015,Kd,162.0,nM,=,,,1e-08,-5.790484985457369
